Date,Currency,Account Number,CR Amount,DB Amount,Ref Num
2012/1/23,USD,abc123,"$20,000.00 ",$0.00 ,def952
2012/1/23,USD,abc123,"$89,977.00 ",$0.00 ,def953
2012/1/23,USD,abc123,"$100,000.00 ",$0.00 ,def954
2012/1/23,USD,abc123,$0.00 ,"$1,111.88 ",def955
2012/1/23,USD,abc123,$0.00 ,"$99,980.00 ",def956
2012/1/23,USD,abc123,$0.00 ,"$109,450.00 ",def957
2012/1/23,USD,abc123,$0.00 ,"$200,000.00 ",def958
2012/1/23,USD,abc123,$0.00 ,"$499,100.00 ",def959
2012/1/23,USD,abc123,$0.00 ,"$99,980.00 ",def960
2012/1/23,USD,abc123,$0.00 ,"$150,000.00 ",def961
2012/1/23,USD,abc123,$0.00 ,"$199,440.00 ",def962
2012/1/23,USD,abc123,$0.00 ,"$325,729.81 ",def963
2012/4/23,USD,abc123,"$2,514,940.52 ",$0.00 ,def964
2012/4/23,USD,abc123,"$2,500,101.08 ",$0.00 ,def965
2012/4/23,USD,abc123,"$1,499,690.00 ",$0.00 ,def966
2012/4/23,USD,abc123,"$45,000.00 ",$0.00 ,def967
2012/4/23,USD,abc123,$0.00 ,$280.00 ,def968
2012/4/23,USD,abc123,$0.00 ,"$9,650.17 ",def969
2012/4/23,USD,abc123,$0.00 ,"$36,692.10 ",def970
2012/4/23,USD,abc123,$0.00 ,"$48,870.09 ",def971
2012/4/23,USD,abc123,$0.00 ,"$99,500.00 ",def972
2012/4/23,USD,abc123,$0.00 ,"$99,500.00 ",def973
2012/4/23,USD,abc123,$0.00 ,"$249,250.00 ",def974
2012/4/23,USD,abc123,$0.00 ,"$382,322.58 ",def975
2012/4/23,USD,abc123,$0.00 ,"$382,970.63 ",def976
2012/4/23,USD,abc123,$0.00 ,$500.00 ,def977
2012/4/23,USD,abc123,$0.00 ,"$49,742.40 ",def978
2012/4/23,USD,abc123,$0.00 ,"$137,897.06 ",def979
2012/4/23,USD,abc123,$0.00 ,"$276,860.92 ",def980
2012/4/23,USD,abc123,$0.00 ,"$998,400.00 ",def981
2012/4/23,USD,abc123,$0.00 ,"$998,400.00 ",def982
2012/4/23,USD,abc123,$0.00 ,"$1,000,000.00 ",def983
2012/4/23,USD,abc123,$0.00 ,"$2,175,944.88 ",def984
2012/5/23,USD,abc123,"$3,937,270.00 ",$0.00 ,def985
2012/5/23,USD,abc123,"$20,000.00 ",$0.00 ,def986
2012/5/23,USD,abc123,$0.00 ,"$129,350.00 ",def987
2012/5/23,USD,abc123,$0.00 ,"$311,484.75 ",def988
2012/5/23,USD,abc123,$0.00 ,"$470,586.99 ",def989
2012/5/23,USD,abc123,$0.00 ,"$2,352,294.63 ",def990
2012/6/23,USD,abc123,"$3,999,410.00 ",$0.00 ,def991
2012/6/23,USD,abc123,"$49,732.40 ",$0.00 ,def992
2012/6/23,USD,abc123,"$2,000,000.00 ",$0.00 ,def993
2012/6/23,USD,abc123,$0.00 ,"$100,000.00 ",def994
2012/6/23,USD,abc123,$0.00 ,"$99,500.00 ",def995
2012/6/23,USD,abc123,$0.00 ,"$117,410.00 ",def996
2012/6/23,USD,abc123,$0.00 ,"$100,000.00 ",def997
2012/6/23,USD,abc123,$0.00 ,"$136,388.60 ",def998
2012/6/23,USD,abc123,$0.00 ,"$285,000.81 ",def999
2012/6/23,USD,abc123,$0.00 ,"$298,607.96 ",def1000
2012/6/23,USD,abc123,$0.00 ,"$448,650.00 ",def1001
2012/6/23,USD,abc123,$0.00 ,"$498,500.00 ",def1002
2012/6/23,USD,abc123,$0.00 ,"$998,200.00 ",def1003
2012/6/23,USD,abc123,$0.00 ,"$2,240,741.47 ",def1004
